,Stock,Company Name,Sector,Shares Held or Principal Amt,ESG Risk,Market Value,% of Portfolio
4972,RBCN,Rubicon Technology Inc.,INFORMATION TECHNOLOGY,"41,042",NaN,"$381,000",0.0
4973,FCAP,First Capital Inc.,FINANCE,"9,703",NaN,"$381,000",0.0
4974,CLSN,Celsion Corporation,HEALTH CARE,"74,918",NaN,"$379,000",0.0
4975,UBCP,United Bancorp Inc.,FINANCE,"20,846",NaN,"$379,000",0.0
4976,SVM,Silvercorp Metals Inc.,MATERIALS,"103,369",NaN,"$374,000",0.0
4977,CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,FINANCE,"3,554",NaN,"$370,000",0.0
4978,UNB,Union Bankshares Inc.,FINANCE,"11,651",NaN,"$362,000",0.0
4979,USIO,NaN,FINANCE,"100,892",NaN,"$361,000",0.0
4980,BMA,Banco Macro S.A. ADR (representing Ten Class B),FINANCE,"20,798",NaN,"$360,000",0.0
4981,HCARW,NaN,,"1,056,000",NaN,"$359,000",0.0
4982,RVLP,NaN,HEALTH CARE,"212,187",NaN,"$358,000",0.0
4983,ZH,NaN,CONSUMER DISCRETIONARY,"147,533",NaN,"$358,000",0.0
4984,PAM,Pampa Energia S.A.,UTILITIES AND TELECOMMUNICATIONS,"15,118",NaN,"$357,000",0.0
4985,NTIC,Northern Technologies International Corporation,MATERIALS,"29,374",NaN,"$354,000",0.0
4986,XOS,NaN,FINANCE,"118,416",NaN,"$354,000",0.0
4987,CODI,Compass Diversified Holdings Shares of Beneficial Interest,FINANCE,"14,870",NaN,"$353,000",0.0
4988,USCB,NaN,FINANCE,"24,653",NaN,"$353,000",0.0
4989,TAC,TransAlta Corporation,UTILITIES AND TELECOMMUNICATIONS,"34,023",NaN,"$352,000",0.0
4990,SMID,NaN,MATERIALS,"19,801",NaN,"$352,000",0.0
4991,MIND,Mitcham Industries Inc.,ENERGY,"279,728",NaN,"$352,000",0.0
4992,AVGR,Avinger Inc.,HEALTH CARE,"96,900",NaN,"$352,000",0.0
4993,SIOX,NaN,HEALTH CARE,"524,123",NaN,"$352,000",0.0
4994,ONCR,NaN,HEALTH CARE,"278,750",NaN,"$351,225",0.0
4995,USWS,U.S. Well Services Inc.,ENERGY,"318,078",NaN,"$350,000",0.0
4996,JMIA,NaN,CONSUMER DISCRETIONARY,"36,495",NaN,"$350,000",0.0
4997,NYC,NaN,REAL ESTATE,"26,413",NaN,"$348,000",0.0
4998,GILT,Gilat Satellite Networks Ltd.,INFORMATION TECHNOLOGY,"39,282",NaN,"$346,000",0.0
4999,GSIT,GSI Technology Inc.,INFORMATION TECHNOLOGY,"90,195",NaN,"$345,000",0.0
5000,IEIH,NaN,FINANCE,"10,000",NaN,"$342,000",0.0
5001,NVVE,NaN,FINANCE,"43,154",NaN,"$340,000",0.0
5002,GPRK,Geopark Ltd,ENERGY,"22,683",NaN,"$339,000",0.0
5003,ATXS,NaN,HEALTH CARE,"50,386",NaN,"$338,000",0.0
5004,XBI,SPDR Series Trust S&P Biotech,HEALTH CARE,"3,750",NaN,"$337,000",0.0
5005,BFRI,NaN,HEALTH CARE,"100,505",NaN,"$335,000",0.0
5006,ISDR,Issuer Direct Corporation,INDUSTRIALS,"11,235",NaN,"$334,000",0.0
5007,ARAV,Aravive Inc.,HEALTH CARE,"172,703",NaN,"$333,000",0.0
5008,CRBN,NaN,FINANCE,"2,038",NaN,"$333,000",0.0
5009,POLA,Polar Power Inc.,INDUSTRIALS,"104,068",NaN,"$333,000",0.0
5010,PRIVATE,NaN,,"577,056",NaN,"$331,000",0.0
5011,CBFV,CB Financial Services Inc.,FINANCE,"13,714",NaN,"$329,000",0.0
5012,SCPH,scPharmaceuticals Inc.,HEALTH CARE,"57,883",NaN,"$329,000",0.0
5013,KERN,NaN,FINANCE,"288,378",NaN,"$329,000",0.0
5014,INPX,Inpixon,INFORMATION TECHNOLOGY,"1,259,696",NaN,"$328,000",0.0
5015,HYLB,NaN,FINANCE,"8,608",NaN,"$324,000",0.0
5016,QRHC,Quest Resource Holding Corporation.,INFORMATION TECHNOLOGY,"51,973",NaN,"$319,000",0.0
5017,AGRX,Agile Therapeutics Inc.,HEALTH CARE,"38,093.95",NaN,"$319,000",0.0
5018,APVO,Aptevo Therapeutics Inc.,HEALTH CARE,"54,367",NaN,"$319,000",0.0
5019,CDTX,Cidara Therapeutics Inc.,HEALTH CARE,"380,579",NaN,"$317,000",0.0
5020,OTLY,NaN,CONSUMER STAPLES,"63,066",NaN,"$316,000",0.0
5021,ZVO,NaN,INFORMATION TECHNOLOGY,"384,508",NaN,"$315,000",0.0
5022,NEXA,Nexa Resources S.A.,MATERIALS,"33,620",NaN,"$314,000",0.0
5023,EWN,iShares MSCI Netherlands Index Fund,FINANCE,"7,402",NaN,"$313,000",0.0
5024,LMST,Limestone Bancorp Inc.,FINANCE,"14,928",NaN,"$313,000",0.0
5025,OPGN,OpGen Inc.,HEALTH CARE,"416,813",NaN,"$313,000",0.0
5026,LARK,Landmark Bancorp Inc.,FINANCE,"11,817",NaN,"$312,000",0.0
5027,FENC,Fennec Pharmaceuticals Inc.,HEALTH CARE,"55,339",NaN,"$310,000",0.0
5028,MLSS,Milestone Scientific Inc.,HEALTH CARE,"203,650",NaN,"$310,000",0.0
5029,EKSO,Ekso Bionics Holdings Inc.,HEALTH CARE,"106,739",NaN,"$309,000",0.0
5030,GHRS,NaN,HEALTH CARE,"16,890",NaN,"$309,000",0.0
5031,FXNC,NaN,FINANCE,"14,659",NaN,"$308,000",0.0
5032,MTBC,Medical Transcription Billing Corp.,INFORMATION TECHNOLOGY,"59,589",NaN,"$307,000",0.0
5033,EEMS,Ishares MSCI Emerging Markets Small Cap Index Fund,FINANCE,"5,368",NaN,"$306,000",0.0
5034,KTCC,Key Tronic Corporation,INFORMATION TECHNOLOGY,"53,982",NaN,"$305,000",0.0
5035,CFBK,Central Federal Corporation,FINANCE,"13,567",NaN,"$303,000",0.0
5036,AKO.B,Embotelladora Andina S.A.,CONSUMER STAPLES,"22,291",NaN,"$303,000",0.0
5037,RNDB,Randolph Bancorp Inc.,FINANCE,"11,509",NaN,"$303,000",0.0
5038,AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),TRANSPORTS,"20,104",NaN,"$303,000",0.0
5039,VYNT,NaN,HEALTH CARE,"209,914",NaN,"$301,000",0.0
5040,ACER,Acer Therapeutics Inc.,HEALTH CARE,"103,040",NaN,"$300,000",0.0
5041,PTPI,NaN,,"191,715",NaN,"$300,000",0.0
5042,NVIV,InVivo Therapeutics Holdings Corp.,HEALTH CARE,"34,712.36",NaN,"$299,000",0.0
5043,IRIX,IRIDEX Corporation,HEALTH CARE,"63,758",NaN,"$295,000",0.0
5044,VOLT,NaN,INDUSTRIALS,"48,749",NaN,"$292,000",0.0
5045,ISIG,Insignia Systems Inc.,COMMUNICATIONS,"25,812",NaN,"$292,000",0.0
5046,STKL,SunOpta Inc.,CONSUMER STAPLES,"57,712",NaN,"$290,000",0.0
5047,DHHCW,NaN,,"853,874",NaN,"$290,000",0.0
5048,QTEC,First Trust NASDAQ-100- Technology Index Fund,FINANCE,"1,891",NaN,"$288,000",0.0
5049,LEV,NaN,FINANCE,"33,999",NaN,"$286,000",0.0
5050,BLPH,Bellerophon Therapeutics Inc.,HEALTH CARE,"120,689",NaN,"$285,000",0.0
5051,AFBI,NaN,FINANCE,"18,043",NaN,"$284,000",0.0
5052,GFED,Guaranty Federal Bancshares Inc.,FINANCE,"8,909",NaN,"$280,000",0.0
5053,TPST,NaN,HEALTH CARE,"83,073",NaN,"$280,000",0.0
5054,SVOND,NaN,,"501,583",NaN,"$280,000",0.0
5055,ANIX,Anixa Biosciences Inc.,INFORMATION TECHNOLOGY,"101,964",NaN,"$279,000",0.0
5056,FBRX,NaN,HEALTH CARE,"214,053",NaN,"$278,269",0.0
5057,IDRA,Idera Pharmaceuticals Inc.,HEALTH CARE,"555,397",NaN,"$277,000",0.0
5058,VIRC,Virco Manufacturing Corporation,INDUSTRIALS,"91,877",NaN,"$275,000",0.0
5059,PPIH,Perma-Pipe International Holdings Inc.,INDUSTRIALS,"28,975",NaN,"$274,000",0.0
5060,EAOM,NaN,FINANCE,"10,000",NaN,"$274,000",0.0
5061,SABS,NaN,FINANCE,"72,518",NaN,"$273,000",0.0
5062,SGBX,SG Blocks Inc.,INDUSTRIALS,"138,537",NaN,"$270,000",0.0
5063,NETI,NaN,INDUSTRIALS,"42,391",NaN,"$269,000",0.0
5064,ENSC,NaN,FINANCE,"234,240",NaN,"$267,000",0.0
5065,CIZN,Citizens Holding Company,FINANCE,"13,769",NaN,"$266,000",0.0
5066,CDG0:FWB2,NaN,,"165,474",NaN,"$266,000",0.0
5067,TEO,Telecom Argentina SA,UTILITIES AND TELECOMMUNICATIONS,"43,717",NaN,"$263,000",0.0
5068,FUSB,First US Bancshares Inc.,FINANCE,"22,483",NaN,"$262,000",0.0
5069,SSBI,Summit State Bank,FINANCE,"15,314",NaN,"$261,000",0.0
5070,VIVE,Viveve Medical Inc.,,"244,226",NaN,"$259,000",0.0
5071,OPOF,Old Point Financial Corporation,FINANCE,"10,536",NaN,"$258,000",0.0
5072,PPSI,Pioneer Power Solutions Inc.,INDUSTRIALS,"45,588",NaN,"$258,000",0.0
5073,DIA,SPDR Dow Jones Industrial Average,FINANCE,725,NaN,"$251,000",0.0
5074,AVDL,Avadel Pharmaceuticals plc,HEALTH CARE,"36,706",NaN,"$251,000",0.0
5075,EPSN,NaN,ENERGY,"38,819",NaN,"$251,000",0.0
5076,SCX,L.S. Starrett Company (The),INDUSTRIALS,"32,439",NaN,"$250,000",0.0
5077,BPTH,Bio-Path Holdings Inc.,HEALTH CARE,"65,201",NaN,"$250,000",0.0
5078,TELA,NaN,HEALTH CARE,"21,423",NaN,"$249,000",0.0
5079,ARHS,NaN,CONSUMER DISCRETIONARY,"29,143",NaN,"$248,000",0.0
5080,CMAXW,NaN,,"164,258",NaN,"$247,000",0.0
5081,VOOG,Vanguard S&P 500 Growth,FINANCE,892,NaN,"$246,000",0.0
5082,NGD,New Gold Inc.,MATERIALS,"135,863",NaN,"$245,000",0.0
5083,NVNO,NaN,HEALTH CARE,"38,441",NaN,"$244,000",0.0
5084,TGS,Transportadora de Gas del Sur SA TGS,UTILITIES AND TELECOMMUNICATIONS,"34,551",NaN,"$242,000",0.0
5085,PTRS,NaN,FINANCE,"26,297",NaN,"$242,000",0.0
5086,CTHR,Charles & Colvard Ltd.,CONSUMER DISCRETIONARY,"151,678",NaN,"$238,000",0.0
5087,AUBN,Auburn National Bancorporation Inc.,FINANCE,"7,142",NaN,"$237,000",0.0
5088,TPGY.WS,NaN,,"368,621",NaN,"$237,000",0.0
5089,UBOH,United Bancshares Inc.,FINANCE,"7,378",NaN,"$236,000",0.0
5090,GWX,SPDR S&P International SmallCap,FINANCE,"6,715",NaN,"$236,000",0.0
5091,ELDN,NaN,HEALTH CARE,"59,547",NaN,"$235,000",0.0
5092,IJT,iShares S&P Small-Cap 600 Growth ETF,FINANCE,"1,875",NaN,"$234,000",0.0
5093,MDWT,NaN,FINANCE,"13,991",NaN,"$234,000",0.0
5094,EMCF,Emclaire Financial Corp,FINANCE,"6,192",NaN,"$233,000",0.0
5095,SFBC,Sound Financial Bancorp Inc.,FINANCE,"6,067",NaN,"$232,000",0.0
5096,FRD,Friedman Industries Inc.,MATERIALS,"26,318",NaN,"$231,000",0.0
5097,GTIM,Good Times Restaurants Inc.,CONSUMER DISCRETIONARY,"65,989",NaN,"$231,000",0.0
5098,CEMI,Chembio Diagnostics Inc.,HEALTH CARE,"282,538",NaN,"$231,000",0.0
5099,SCHM,Schwab U.S. Mid Cap,FINANCE,"3,016",NaN,"$229,000",0.0
5100,LUCD,NaN,HEALTH CARE,"67,565",NaN,"$227,000",0.0
5101,CLXT,Calyxt Inc.,HEALTH CARE,"217,132",NaN,"$226,000",0.0
5102,SMTI,NaN,,"7,941",NaN,"$226,000",0.0
5103,NICK,Nicholas Financial Inc.,FINANCE,"22,045",NaN,"$225,000",0.0
5104,AIRT,Air T Inc.,TRANSPORTS,"9,939",NaN,"$225,000",0.0
5105,GNCA,Genocea Biosciences Inc.,HEALTH CARE,"180,367",NaN,"$225,000",0.0
5106,VRAR,NaN,INFORMATION TECHNOLOGY,"35,277",NaN,"$225,000",0.0
5107,VIG,Vanguard Div Appreciation,FINANCE,"1,378",NaN,"$224,000",0.0
5108,IMNM,NaN,HEALTH CARE,"39,568",NaN,"$224,000",0.0
5109,YTEN,Yield10 Bioscience Inc.,HEALTH CARE,"42,014",NaN,"$223,000",0.0
5110,LWAY,Lifeway Foods Inc.,CONSUMER STAPLES,"31,104",NaN,"$223,000",0.0
5111,ACU,Acme United Corporation.,CONSUMER DISCRETIONARY,"6,535",NaN,"$221,000",0.0
5112,QLGN,NaN,HEALTH CARE,"334,675",NaN,"$221,000",0.0
5113,CELU,NaN,FINANCE,"25,305",NaN,"$221,000",0.0
5114,AXR,AMREP Corporation,INDUSTRIALS,"16,327",NaN,"$220,000",0.0
5115,FFBW,FFBW Inc.,FINANCE,"18,086",NaN,"$219,000",0.0
5116,TPBAW,NaN,,"499,930",NaN,"$219,000",0.0
5117,PEGY,NaN,INFORMATION TECHNOLOGY,"34,753",NaN,"$218,000",0.0
5118,SYPR,Sypris Solutions Inc.,INDUSTRIALS,"80,858",NaN,"$218,000",0.0
5119,PTE,PolarityTE Inc.,INFORMATION TECHNOLOGY,"35,334.24",NaN,"$217,000",0.0
5120,CHRA,Charah Solutions Inc.,INDUSTRIALS,"43,517",NaN,"$217,000",0.0
5121,LMB,Limbach Holdings Inc.,INDUSTRIALS,"31,261",NaN,"$216,000",0.0
5122,KFS,Kingsway Financial Services Inc. (DE),FINANCE,"38,384",NaN,"$211,000",0.0
5123,PBHC,Pathfinder Bancorp Inc.,FINANCE,"9,394",NaN,"$206,000",0.0
5124,VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,TRANSPORTS,"11,267",NaN,"$205,000",0.0
5125,AGIL,NaN,FINANCE,"45,012",NaN,"$205,000",0.0
5126,HCICW,NaN,,"512,641",NaN,"$205,000",0.0
5127,OPRA,Opera Limited,COMMUNICATIONS,"34,419",NaN,"$203,000",0.0
5128,GTE,Gran Tierra Energy Inc.,ENERGY,"128,674",NaN,"$202,000",0.0
5129,IMRA,NaN,HEALTH CARE,"107,396",NaN,"$202,000",0.0
5130,BMEZ,NaN,FINANCE,"10,000",NaN,"$201,000",0.0
5131,TUR,iShares MSCI Turkey ETF,FINANCE,"9,641",NaN,"$200,000",0.0
5132,TARA,NaN,HEALTH CARE,"38,916",NaN,"$200,000",0.0
5133,CEPU,Central Puerto S.A. American Depositary Shares (each represents ten),UTILITIES AND TELECOMMUNICATIONS,"49,139",NaN,"$198,000",0.0
5134,FORTY,Formula Systems (1985) Ltd. ADS represents 1 ordinary shares,INFORMATION TECHNOLOGY,"1,956",NaN,"$197,000",0.0
5135,GRVY,GRAVITY Co. Ltd.,INFORMATION TECHNOLOGY,"3,898",NaN,"$197,000",0.0
5136,CRWS,Crown Crafts Inc.,CONSUMER DISCRETIONARY,"30,070",NaN,"$196,000",0.0
5137,SELF,Global Self Storage Inc.,FINANCE,"34,971",NaN,"$196,000",0.0
5138,SIEB,Siebert Financial Corp.,FINANCE,"89,447",NaN,"$194,000",0.0
5139,MGYR,Magyar Bancorp Inc.,FINANCE,"16,318",NaN,"$193,000",0.0
5140,AEYE,AudioEye Inc.,REAL ESTATE,"28,416",NaN,"$193,000",0.0
5141,DAIO,Data I/O Corporation,INFORMATION TECHNOLOGY,"45,231",NaN,"$192,000",0.0
5142,BKSC,Bank of South Carolina Corp.,FINANCE,"10,256",NaN,"$191,000",0.0
5143,PEARW,NaN,,"242,365",NaN,"$191,000",0.0
5144,CPHC,Canterbury Park Holding Corporation,CONSUMER DISCRETIONARY,"8,370",NaN,"$188,000",0.0
5145,RNGR,Ranger Energy Services Inc. Class A,INDUSTRIALS,"18,347",NaN,"$188,000",0.0
5146,IAG,Iamgold Corporation,MATERIALS,"53,670",NaN,"$187,000",0.0
5147,ICLN,iShares S&P Global Clean Energy Index Fund,ENERGY,"8,594",NaN,"$185,000",0.0
5148,VBR,Vanguard Small-Cap Value,FINANCE,"1,039",NaN,"$183,000",0.0
5149,EYEN,Eyenovia Inc.,HEALTH CARE,"60,040",NaN,"$183,000",0.0
5150,LHDX,NaN,,"51,468",NaN,"$183,000",0.0
5151,BTCY,NaN,HEALTH CARE,"80,242",NaN,"$182,000",0.0
5152,TX,Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),MATERIALS,"3,945",NaN,"$180,000",0.0
5153,BAK,Braskem SA ADR,MATERIALS,"9,676",NaN,"$180,000",0.0
5154,PRPH,ProPhase Labs Inc.,HEALTH CARE,"25,820",NaN,"$180,000",0.0
5155,HYRE,HyreCar Inc.,INFORMATION TECHNOLOGY,"294,484",NaN,"$179,635",0.0
5156,IO,Ion Geophysical Corporation,ENERGY,"203,401",NaN,"$178,000",0.0
5157,ARKR,Ark Restaurants Corp.,CONSUMER DISCRETIONARY,"9,678",NaN,"$178,000",0.0
5158,BRN,Barnwell Industries Inc.,ENERGY,"68,867",NaN,"$177,000",0.0
5159,APDN,Applied DNA Sciences Inc,INFORMATION TECHNOLOGY,"83,024",NaN,"$177,000",0.0
5160,GIIX,NaN,FINANCE,"17,801",NaN,"$177,000",0.0
5161,SRLN,NaN,FINANCE,"3,905",NaN,"$176,000",0.0
5162,HTPA.WS,NaN,,"568,011",NaN,"$176,000",0.0
5163,CVUA,NaN,INDUSTRIALS,"59,273",NaN,"$175,000",0.0
5164,OSS,One Stop Systems Inc.,INFORMATION TECHNOLOGY,"45,675",NaN,"$175,000",0.0
5165,INTG,The Intergroup Corporation,REAL ESTATE,"3,352",NaN,"$174,000",0.0
5166,HSTO,NaN,HEALTH CARE,"34,911.7",NaN,"$174,000",0.0
5167,LIQT,LiqTech International Inc.,INDUSTRIALS,"70,421",NaN,"$172,000",0.0
5168,STRN,NaN,COMMUNICATIONS,"98,545",NaN,"$172,000",0.0
5169,ALJJ,ALJ Regional Holdings Inc.,MATERIALS,"65,490",NaN,"$171,000",0.0
5170,NYMX,Nymox Pharmaceutical Corporation,HEALTH CARE,"135,485",NaN,"$171,000",0.0
5171,LIVE,Live Ventures Incorporated,INFORMATION TECHNOLOGY,"3,899",NaN,"$171,000",0.0
5172,UPH,NaN,FINANCE,"143,392",NaN,"$169,000",0.0
5173,CBIO,Catalyst Biosciences Inc.,HEALTH CARE,"253,585",NaN,"$168,000",0.0
5174,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,INDUSTRIALS,"29,335",NaN,"$168,000",0.0
5175,BXSL,NaN,FINANCE,"6,025",NaN,"$168,000",0.0
5176,TCBC,NaN,FINANCE,"11,876",NaN,"$167,000",0.0
5177,SSKN,Strata Skin Sciences Inc.,HEALTH CARE,"112,645",NaN,"$166,000",0.0
5178,NURO,NeuroMetrix Inc.,HEALTH CARE,"40,050",NaN,"$166,000",0.0
5179,AKU,NaN,HEALTH CARE,"149,433",NaN,"$166,000",0.0
5180,BOTJ,Bank of the James Financial Group Inc.,FINANCE,"11,057",NaN,"$165,000",0.0
5181,ALIM,Alimera Sciences Inc.,HEALTH CARE,"29,324",NaN,"$165,000",0.0
5182,ENVB,NaN,INFORMATION TECHNOLOGY,"499,038",NaN,"$165,000",0.0
5183,AGE,AgeX Therapeutics Inc.,HEALTH CARE,"193,440",NaN,"$165,000",0.0
5184,HNNA,Hennessy Advisors Inc.,FINANCE,"16,195",NaN,"$164,000",0.0
5185,LTRN,NaN,HEALTH CARE,"23,074",NaN,"$164,000",0.0
5186,CMPI,NaN,HEALTH CARE,"51,334",NaN,"$164,000",0.0
5187,LBPH,NaN,HEALTH CARE,"30,669",NaN,"$164,000",0.0
5188,PNBK,Patriot National Bancorp Inc.,FINANCE,"9,591",NaN,"$163,000",0.0
5189,HEFA,NaN,FINANCE,"4,792",NaN,"$163,000",0.0
5190,BLCM,Bellicum Pharmaceuticals Inc.,HEALTH CARE,"75,522",NaN,"$163,000",0.0
5191,SWKH,NaN,INFORMATION TECHNOLOGY,"9,604",NaN,"$162,000",0.0
5192,SY,NaN,COMMUNICATIONS,"81,367",NaN,"$161,000",0.0
5193,ESBK,Elmira Savings Bank NY (The),FINANCE,"6,970",NaN,"$160,000",0.0
5194,NAII,Natural Alternatives International Inc.,CONSUMER STAPLES,"13,849",NaN,"$160,000",0.0
5195,POAI,NaN,HEALTH CARE,"163,101",NaN,"$160,000",0.0
5196,IROQ,IF Bancorp Inc.,FINANCE,"6,753",NaN,"$160,000",0.0
5197,WHLR,Wheeler Real Estate Investment Trust Inc.,REAL ESTATE,"68,272",NaN,"$158,000",0.0
5198,OMFL,NaN,FINANCE,"3,326",NaN,"$158,000",0.0
5199,BYFC,Broadway Financial Corporation,FINANCE,"98,407",NaN,"$157,000",0.0
5200,LTBR,Lightbridge Corporation,ENERGY,"18,763",NaN,"$157,000",0.0
5201,ACT,NaN,FINANCE,"7,055",NaN,"$157,000",0.0
5202,MTMT,NaN,INDUSTRIALS,"78,230",NaN,"$156,000",0.0
5203,RMCF,Rocky Mountain Chocolate Factory Inc.,CONSUMER STAPLES,"20,774",NaN,"$156,000",0.0
5204,WYY,WidePoint Corporation,,"41,329",NaN,"$156,000",0.0
5205,DLPN,Dolphin Entertainment Inc.,CONSUMER DISCRETIONARY,"29,772",NaN,"$155,000",0.0
5206,GMBLD,NaN,,"215,336",NaN,"$155,000",0.0
5207,NSTS,NaN,FINANCE,"12,872",NaN,"$155,000",0.0
5208,FINW,NaN,FINANCE,"8,871",NaN,"$152,000",0.0
5209,HFBL,Home Federal Bancorp Inc. of Louisiana,FINANCE,"7,307",NaN,"$151,000",0.0
5210,BSBK,NaN,FINANCE,"14,016",NaN,"$151,000",0.0
5211,SPYD,NaN,FINANCE,"3,413",NaN,"$150,000",0.0
5212,IDN,Intellicheck Inc.,INFORMATION TECHNOLOGY,"58,416",NaN,"$149,000",0.0
5213,AUID,NaN,INFORMATION TECHNOLOGY,"38,117",NaN,"$149,000",0.0
5214,REED,Reeds Inc.,CONSUMER STAPLES,"493,370",NaN,"$148,000",0.0
5215,IYLD,NaN,FINANCE,"6,549",NaN,"$147,000",0.0
5216,BSTZ,NaN,FINANCE,"5,000",NaN,"$147,000",0.0
5217,FGF,NaN,FINANCE,"53,603",NaN,"$146,000",0.0
5218,LOGC,LogicBio Therapeutics Inc.,HEALTH CARE,"216,116",NaN,"$146,000",0.0
5219,PSTV,NaN,,"146,569",NaN,"$146,000",0.0
5220,MDIA,NaN,FINANCE,"34,711",NaN,"$146,000",0.0
5221,CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock,CONSUMER STAPLES,"17,609",NaN,"$144,000",0.0
5222,ICCC,ImmuCell Corporation,HEALTH CARE,"14,788",NaN,"$143,000",0.0
5223,SPEM,SPDR Index Shares Fund Portfolio Emerging Markets,FINANCE,"3,663",NaN,"$142,000",0.0
5224,NMRD,Nemaura Medical Inc.,HEALTH CARE,"32,474",NaN,"$142,000",0.0
5225,TCI,Transcontinental Realty Investors Inc.,REAL ESTATE,"3,622",NaN,"$141,000",0.0
5226,DMAC,DiaMedica Therapeutics Inc.,HEALTH CARE,"56,439",NaN,"$141,000",0.0
5227,NBSE,NaN,,"75,425",NaN,"$141,000",0.0
5228,BATL,NaN,ENERGY,"7,548",NaN,"$140,000",0.0
5229,PEI,Pennsylvania Real Estate Investment Trust,REAL ESTATE,"14,732.23",NaN,"$139,000",0.0
5230,UONE,Urban One Inc.,COMMUNICATIONS,"22,317",NaN,"$139,000",0.0
5231,LOAN,Manhattan Bridge Capital Inc,COMMUNICATIONS,"21,817",NaN,"$138,000",0.0
5232,NOACW,NaN,,"865,915",NaN,"$138,000",0.0
5233,AUROW,NaN,,"92,882",NaN,"$138,000",0.0
5234,BKTI,BK Technologies Inc.,INFORMATION TECHNOLOGY,"53,632",NaN,"$137,000",0.0
5235,IGM,iShares Expanded Tech Sector,INFORMATION TECHNOLOGY,352,NaN,"$137,000",0.0
5236,PTNR,Partner Communications Company Ltd.,UTILITIES AND TELECOMMUNICATIONS,"16,673",NaN,"$137,000",0.0
5237,SANW,S&W Seed Company,CONSUMER STAPLES,"63,859",NaN,"$136,000",0.0
5238,BTN,Ballantyne Strong Inc.,INDUSTRIALS,"43,799",NaN,"$135,000",0.0
5239,NAVB,Navidea Biopharmaceuticals Inc.,HEALTH CARE,"171,411",NaN,"$135,000",0.0
5240,SSBK,NaN,FINANCE,"5,817",NaN,"$134,000",0.0
5241,RWLK,ReWalk Robotics Ltd,HEALTH CARE,"115,257",NaN,"$133,000",0.0
5242,RGF,NaN,CONSUMER STAPLES,"16,796",NaN,"$133,000",0.0
5243,GOGL,Golden Ocean Group Limited,ENERGY,"10,615",NaN,"$132,000",0.0
5244,EDUC,Educational Development Corporation,COMMUNICATIONS,"17,079",NaN,"$132,000",0.0
5245,BBGI,Beasley Broadcast Group Inc.,COMMUNICATIONS,"74,882",NaN,"$132,000",0.0
5246,MTLS,Materialise NV,INFORMATION TECHNOLOGY,"6,838",NaN,"$132,000",0.0
5247,IGRO,NaN,FINANCE,"2,027",NaN,"$132,000",0.0
5248,ACTDW,NaN,,"99,080",NaN,"$132,000",0.0
5249,TCBS,NaN,FINANCE,"6,900",NaN,"$131,000",0.0
5250,MNDO,MIND C.T.I. Ltd.,INFORMATION TECHNOLOGY,"44,344",NaN,"$130,000",0.0
5251,SIFY,Sify Technologies Limited,COMMUNICATIONS,"43,341",NaN,"$130,000",0.0
5252,MSVB,Mid-Southern Bancorp Inc.,FINANCE,"8,789",NaN,"$130,000",0.0
5253,GHSI,NaN,HEALTH CARE,"560,521",NaN,"$130,000",0.0
5254,VYM,Vanguard High Dividend Yield,FINANCE,"1,145",NaN,"$129,000",0.0
5255,VDC,Vanguard Consumer Staples,FINANCE,658,NaN,"$129,000",0.0
5256,VVOS,NaN,HEALTH CARE,"48,135",NaN,"$129,000",0.0
5257,KEQU,Kewaunee Scientific Corporation,HEALTH CARE,"8,746",NaN,"$127,000",0.0
5258,PNRG,PrimeEnergy Resources Corporation,ENERGY,"1,858",NaN,"$127,000",0.0
5259,BBAR,NaN,FINANCE,"35,419",NaN,"$126,000",0.0
5260,DWSN,Dawson Geophysical Company,ENERGY,"53,599",NaN,"$125,000",0.0
5261,VERO,NaN,,"87,086",NaN,"$125,000",0.0
5262,RBKB,Rhinebeck Bancorp Inc.,FINANCE,"12,213",NaN,"$124,000",0.0
5263,RWO,SPDR DJ Wilshire Global Real Estate,REAL ESTATE,"2,282",NaN,"$123,000",0.0
5264,EQ,Equillium Inc.,HEALTH CARE,"39,299",NaN,"$123,000",0.0
5265,SPDW,SPDR Portfolio Developed World ex-US,FINANCE,"3,558",NaN,"$122,000",0.0
5266,NTIP,Network-1 Technologies Inc.,INFORMATION TECHNOLOGY,"46,235",NaN,"$121,000",0.0
5267,NEGG,NaN,HEALTH CARE,"19,200",NaN,"$121,000",0.0
5268,ARMP,NaN,HEALTH CARE,"24,663",NaN,"$121,000",0.0
5269,CWBR,CohBar Inc.,HEALTH CARE,"386,413",NaN,"$121,000",0.0
5270,SUSB,NaN,FINANCE,"4,911",NaN,"$121,000",0.0
5271,MIRO,NaN,HEALTH CARE,"30,139",NaN,"$119,000",0.0
5272,KSPN,NaN,CONSUMER DISCRETIONARY,"16,318",NaN,"$118,000",0.0
5273,NUVB.WS,NaN,,"155,902",NaN,"$118,000",0.0
